order_item_id,order_id,product_id,quantity,unit_price
ITEM00182,ORD0064,PROD072,3,107.57
ITEM00183,ORD0065,PROD015,3,55.08
ITEM00184,ORD0065,PROD055,1,392.92
ITEM00185,ORD0065,PROD051,3,449.85
ITEM00186,ORD0065,PROD080,3,141.22
ITEM00187,ORD0065,PROD091,3,297.48
ITEM00188,ORD0066,PROD031,3,270.06
ITEM00189,ORD0066,PROD088,2,446.41
ITEM00190,ORD0066,PROD002,2,341.41
ITEM00191,ORD0066,PROD037,3,447.1
ITEM00192,ORD0067,PROD079,2,289.07
ITEM00193,ORD0068,PROD004,1,311.24
ITEM00194,ORD0068,PROD033,1,445.76
ITEM00195,ORD0069,PROD005,3,233.35
ITEM00196,ORD0069,PROD069,1,391.31
ITEM00197,ORD0069,PROD048,3,487.91
ITEM00198,ORD0070,PROD068,1,90.71
ITEM00199,ORD0070,PROD086,3,22.62
ITEM00200,ORD0070,PROD009,2,403.6
ITEM00201,ORD0070,PROD010,2,175.56
ITEM00202,ORD0071,PROD092,2,302.65
ITEM00203,ORD0071,PROD025,1,258.51
ITEM00204,ORD0071,PROD049,1,340.63
ITEM00205,ORD0071,PROD002,1,341.41
ITEM00206,ORD0071,PROD018,3,499.09
ITEM00207,ORD0072,PROD026,2,334.71
ITEM00208,ORD0072,PROD034,1,401.61
ITEM00209,ORD0072,PROD072,2,107.57
ITEM00210,ORD0073,PROD093,2,139
ITEM00211,ORD0073,PROD071,2,257.65
ITEM00212,ORD0074,PROD055,2,392.92
ITEM00213,ORD0074,PROD018,2,499.09
ITEM00214,ORD0075,PROD026,3,334.71
ITEM00215,ORD0075,PROD004,3,311.24
ITEM00216,ORD0075,PROD054,3,413.64
ITEM00217,ORD0075,PROD015,3,55.08
ITEM00218,ORD0076,PROD009,2,403.6
ITEM00219,ORD0076,PROD006,2,350.62
ITEM00220,ORD0076,PROD098,2,9.26
ITEM00221,ORD0076,PROD088,1,446.41
ITEM00222,ORD0077,PROD049,2,340.63
ITEM00223,ORD0077,PROD065,3,275.44
ITEM00224,ORD0077,PROD009,2,403.6
ITEM00225,ORD0077,PROD065,2,275.44
ITEM00226,ORD0078,PROD049,2,340.63
ITEM00227,ORD0078,PROD008,3,266.96
ITEM00228,ORD0078,PROD045,1,415.12
ITEM00229,ORD0079,PROD062,2,225.11
ITEM00230,ORD0079,PROD031,1,270.06
ITEM00231,ORD0079,PROD074,1,217.6
ITEM00232,ORD0080,PROD014,3,19.37
ITEM00233,ORD0080,PROD047,3,460.76
ITEM00234,ORD0081,PROD065,3,275.44
ITEM00235,ORD0081,PROD004,2,311.24
ITEM00236,ORD0081,PROD067,3,319.06
ITEM00237,ORD0081,PROD044,2,188.88
ITEM00238,ORD0081,PROD024,3,150.04
ITEM00239,ORD0082,PROD033,2,445.76
ITEM00240,ORD0083,PROD061,3,279.96
ITEM00241,ORD0083,PROD060,2,393
ITEM00242,ORD0083,PROD073,2,106.48
ITEM00243,ORD0084,PROD073,2,106.48
ITEM00244,ORD0084,PROD021,3,392.49
ITEM00245,ORD0084,PROD014,1,19.37
ITEM00246,ORD0084,PROD047,1,460.76
ITEM00247,ORD0084,PROD020,3,274.4
ITEM00248,ORD0085,PROD013,1,365.14
ITEM00249,ORD0085,PROD033,3,445.76
ITEM00250,ORD0085,PROD026,3,334.71
ITEM00251,ORD0086,PROD026,2,334.71
ITEM00252,ORD0086,PROD069,2,391.31
ITEM00253,ORD0086,PROD094,2,287.31
ITEM00254,ORD0086,PROD026,1,334.71
ITEM00255,ORD0086,PROD018,2,499.09
ITEM00256,ORD0087,PROD086,1,22.62
ITEM00257,ORD0087,PROD084,3,283.77
ITEM00258,ORD0087,PROD029,2,323.81
ITEM00259,ORD0087,PROD044,1,188.88
ITEM00260,ORD0087,PROD059,2,214.74
ITEM00261,ORD0088,PROD027,3,430.3
ITEM00262,ORD0088,PROD005,1,233.35
ITEM00263,ORD0088,PROD079,1,289.07
ITEM00264,ORD0088,PROD072,1,107.57
ITEM00265,ORD0089,PROD098,3,9.26
ITEM00266,ORD0089,PROD029,3,323.81
ITEM00267,ORD0089,PROD003,2,89.67
ITEM00268,ORD0089,PROD094,3,287.31
ITEM00269,ORD0089,PROD033,1,445.76
ITEM00270,ORD0090,PROD038,2,134.01
ITEM00271,ORD0090,PROD040,3,406.73
ITEM00272,ORD0090,PROD055,3,392.92
ITEM00273,ORD0090,PROD031,3,270.06
ITEM00274,ORD0091,PROD091,2,297.48
ITEM00275,ORD0092,PROD002,2,341.41
ITEM00276,ORD0092,PROD060,3,393
ITEM00277,ORD0093,PROD074,2,217.6
ITEM00278,ORD0093,PROD091,2,297.48
ITEM00279,ORD0093,PROD091,2,297.48
ITEM00280,ORD0094,PROD093,3,139
ITEM00281,ORD0095,PROD026,3,334.71
ITEM00282,ORD0095,PROD097,3,444.23
ITEM00283,ORD0095,PROD036,3,163.16
ITEM00284,ORD0096,PROD086,2,22.62
ITEM00285,ORD0096,PROD029,2,323.81
ITEM00286,ORD0096,PROD001,1,103.41
ITEM00287,ORD0097,PROD094,3,287.31
ITEM00288,ORD0097,PROD009,3,403.6
ITEM00289,ORD0097,PROD026,2,334.71
ITEM00290,ORD0097,PROD100,1,96.69
ITEM00291,ORD0098,PROD072,1,107.57
ITEM00292,ORD0098,PROD098,1,9.26
ITEM00293,ORD0098,PROD071,2,257.65
ITEM00294,ORD0099,PROD081,2,282.73
ITEM00295,ORD0100,PROD095,3,320.58
ITEM00296,ORD0100,PROD086,2,22.62
ITEM00297,ORD0100,PROD011,3,400.25
ITEM00298,ORD0100,PROD003,2,89.67
ITEM00299,ORD0100,PROD039,2,364.01
ITEM00300,ORD0101,PROD058,2,196.7
ITEM00301,ORD0101,PROD053,1,445.88
ITEM00302,ORD0101,PROD085,1,459.67
ITEM00303,ORD0102,PROD074,3,217.6
ITEM00304,ORD0102,PROD011,1,400.25
ITEM00305,ORD0102,PROD026,3,334.71
ITEM00306,ORD0103,PROD013,3,365.14
ITEM00307,ORD0103,PROD083,1,28.62
ITEM00308,ORD0103,PROD017,2,76.22
ITEM00309,ORD0103,PROD030,1,396.29
ITEM00310,ORD0103,PROD086,2,22.62
ITEM00311,ORD0104,PROD010,1,175.56
ITEM00312,ORD0104,PROD085,1,459.67
ITEM00313,ORD0104,PROD082,1,99.33
ITEM00314,ORD0104,PROD001,3,103.41
ITEM00315,ORD0104,PROD005,1,233.35
ITEM00316,ORD0105,PROD076,2,475.44
ITEM00317,ORD0105,PROD091,1,297.48
ITEM00318,ORD0106,PROD061,2,279.96
ITEM00319,ORD0106,PROD088,1,446.41
ITEM00320,ORD0106,PROD071,3,257.65
ITEM00321,ORD0106,PROD058,3,196.7
ITEM00322,ORD0107,PROD098,2,9.26
ITEM00323,ORD0108,PROD029,2,323.81
ITEM00324,ORD0109,PROD010,3,175.56
ITEM00325,ORD0110,PROD062,2,225.11
ITEM00326,ORD0110,PROD085,1,459.67
ITEM00327,ORD0110,PROD039,1,364.01
ITEM00328,ORD0110,PROD043,1,135.82
ITEM00329,ORD0111,PROD050,2,58.61
ITEM00330,ORD0111,PROD065,2,275.44
ITEM00331,ORD0111,PROD090,2,123.96
ITEM00332,ORD0112,PROD039,2,364.01
ITEM00333,ORD0112,PROD039,2,364.01
ITEM00334,ORD0113,PROD071,2,257.65
ITEM00335,ORD0113,PROD030,3,396.29
ITEM00336,ORD0113,PROD046,3,408.63
ITEM00337,ORD0113,PROD061,1,279.96
ITEM00338,ORD0113,PROD012,3,211.52
ITEM00339,ORD0114,PROD046,1,408.63
ITEM00340,ORD0114,PROD081,2,282.73
ITEM00341,ORD0114,PROD069,2,391.31
ITEM00342,ORD0114,PROD088,3,446.41
ITEM00343,ORD0114,PROD005,1,233.35
ITEM00344,ORD0115,PROD020,3,274.4
ITEM00345,ORD0115,PROD080,2,141.22
ITEM00346,ORD0115,PROD040,1,406.73
ITEM00347,ORD0116,PROD041,1,118.75
ITEM00348,ORD0116,PROD025,1,258.51
ITEM00349,ORD0117,PROD086,3,22.62
ITEM00350,ORD0118,PROD064,2,451.82
ITEM00351,ORD0118,PROD017,1,76.22
ITEM00352,ORD0118,PROD026,3,334.71
ITEM00353,ORD0118,PROD015,2,55.08
ITEM00354,ORD0119,PROD032,1,341.69
ITEM00355,ORD0119,PROD013,1,365.14
ITEM00356,ORD0119,PROD011,3,400.25
ITEM00357,ORD0120,PROD039,3,364.01
ITEM00358,ORD0121,PROD045,1,415.12
ITEM00359,ORD0121,PROD092,1,302.65
ITEM00360,ORD0121,PROD088,3,446.41
ITEM00361,ORD0121,PROD064,3,451.82
ITEM00362,ORD0121,PROD060,1,393
ITEM00363,ORD0122,PROD069,3,391.31
ITEM00364,ORD0122,PROD041,1,118.75
ITEM00365,ORD0122,PROD030,2,396.29
ITEM00366,ORD0122,PROD060,1,393
ITEM00367,ORD0123,PROD074,1,217.6
ITEM00368,ORD0123,PROD047,3,460.76
ITEM00369,ORD0123,PROD014,2,19.37
ITEM00370,ORD0124,PROD040,3,406.73
ITEM00371,ORD0124,PROD001,3,103.41
ITEM00372,ORD0124,PROD079,3,289.07
ITEM00373,ORD0124,PROD085,3,459.67
ITEM00374,ORD0124,PROD025,2,258.51
ITEM00375,ORD0125,PROD061,3,279.96
ITEM00376,ORD0125,PROD046,3,408.63
ITEM00377,ORD0125,PROD067,1,319.06
ITEM00378,ORD0125,PROD058,1,196.7
ITEM00379,ORD0125,PROD057,1,407.26
ITEM00380,ORD0126,PROD054,2,413.64
ITEM00381,ORD0126,PROD025,1,258.51
ITEM00382,ORD0127,PROD047,3,460.76
ITEM00383,ORD0127,PROD019,3,155.52
ITEM00384,ORD0128,PROD007,2,230.23
ITEM00385,ORD0128,PROD016,1,346.36
ITEM00386,ORD0128,PROD088,2,446.41
ITEM00387,ORD0128,PROD036,3,163.16
ITEM00388,ORD0128,PROD069,2,391.31
ITEM00389,ORD0129,PROD083,1,28.62
ITEM00390,ORD0129,PROD040,3,406.73
ITEM00391,ORD0129,PROD093,1,139
ITEM00392,ORD0129,PROD015,1,55.08
ITEM00393,ORD0129,PROD001,2,103.41
ITEM00394,ORD0130,PROD024,1,150.04
ITEM00395,ORD0130,PROD030,1,396.29
ITEM00396,ORD0130,PROD056,3,448.98
ITEM00397,ORD0130,PROD029,3,323.81
ITEM00398,ORD0131,PROD033,1,445.76
ITEM00399,ORD0131,PROD049,2,340.63
ITEM00400,ORD0131,PROD044,3,188.88
ITEM00401,ORD0132,PROD088,3,446.41
ITEM00402,ORD0132,PROD002,3,341.41
ITEM00403,ORD0132,PROD067,2,319.06
ITEM00404,ORD0132,PROD048,2,487.91
ITEM00405,ORD0132,PROD085,3,459.67
ITEM00406,ORD0133,PROD042,1,328.86
ITEM00407,ORD0134,PROD028,2,350.04
ITEM00408,ORD0134,PROD058,1,196.7
ITEM00409,ORD0135,PROD077,2,456.8
ITEM00410,ORD0135,PROD087,3,229.78
ITEM00411,ORD0135,PROD095,1,320.58
ITEM00412,ORD0136,PROD008,3,266.96
ITEM00413,ORD0136,PROD035,2,229.14
ITEM00414,ORD0136,PROD054,2,413.64
ITEM00415,ORD0136,PROD085,3,459.67
ITEM00416,ORD0137,PROD069,3,391.31
ITEM00417,ORD0138,PROD051,1,449.85
ITEM00418,ORD0138,PROD013,1,365.14
ITEM00419,ORD0139,PROD015,3,55.08
ITEM00420,ORD0139,PROD016,3,346.36
ITEM00421,ORD0140,PROD053,3,445.88
ITEM00422,ORD0140,PROD051,3,449.85
ITEM00423,ORD0141,PROD087,1,229.78
ITEM00424,ORD0141,PROD051,2,449.85
ITEM00425,ORD0142,PROD099,1,224.24
ITEM00426,ORD0142,PROD033,2,445.76
ITEM00427,ORD0142,PROD036,2,163.16
ITEM00428,ORD0142,PROD018,3,499.09
ITEM00429,ORD0142,PROD030,3,396.29
ITEM00430,ORD0143,PROD053,2,445.88
ITEM00431,ORD0144,PROD010,2,175.56
ITEM00432,ORD0144,PROD092,2,302.65
ITEM00433,ORD0144,PROD065,2,275.44
ITEM00434,ORD0144,PROD092,3,302.65
ITEM00435,ORD0145,PROD080,2,141.22
ITEM00436,ORD0146,PROD029,2,323.81
ITEM00437,ORD0146,PROD080,1,141.22
ITEM00438,ORD0147,PROD093,2,139
ITEM00439,ORD0148,PROD072,1,107.57
ITEM00440,ORD0148,PROD061,3,279.96
ITEM00441,ORD0148,PROD009,2,403.6
ITEM00442,ORD0148,PROD065,3,275.44
ITEM00443,ORD0149,PROD091,1,297.48
ITEM00444,ORD0150,PROD055,3,392.92
ITEM00445,ORD0150,PROD089,3,57.19
ITEM00446,ORD0150,PROD072,1,107.57
ITEM00447,ORD0151,PROD022,2,10.56
ITEM00448,ORD0151,PROD063,1,90
ITEM00449,ORD0152,PROD011,3,400.25
ITEM00450,ORD0152,PROD061,1,279.96
ITEM00451,ORD0152,PROD031,3,270.06
ITEM00452,ORD0152,PROD060,1,393
ITEM00453,ORD0153,PROD011,1,400.25
ITEM00454,ORD0154,PROD043,1,135.82
ITEM00455,ORD0154,PROD085,3,459.67
ITEM00456,ORD0154,PROD074,3,217.6
ITEM00457,ORD0154,PROD012,1,211.52
ITEM00458,ORD0154,PROD003,2,89.67
ITEM00459,ORD0155,PROD094,1,287.31
ITEM00460,ORD0155,PROD029,2,323.81
ITEM00461,ORD0155,PROD077,3,456.8
ITEM00462,ORD0156,PROD019,2,155.52
ITEM00463,ORD0157,PROD087,3,229.78
ITEM00464,ORD0157,PROD092,3,302.65
ITEM00465,ORD0157,PROD048,2,487.91
ITEM00466,ORD0158,PROD078,1,306
ITEM00467,ORD0158,PROD012,2,211.52
ITEM00468,ORD0158,PROD048,2,487.91
ITEM00469,ORD0159,PROD015,2,55.08
ITEM00470,ORD0159,PROD050,1,58.61
ITEM00471,ORD0159,PROD062,2,225.11
ITEM00472,ORD0159,PROD068,2,90.71
ITEM00473,ORD0160,PROD035,1,229.14
ITEM00474,ORD0161,PROD034,1,401.61
ITEM00475,ORD0161,PROD036,3,163.16
ITEM00476,ORD0161,PROD078,3,306
ITEM00477,ORD0162,PROD005,2,233.35
ITEM00478,ORD0162,PROD015,3,55.08
ITEM00479,ORD0162,PROD024,3,150.04
ITEM00480,ORD0163,PROD082,3,99.33
ITEM00481,ORD0164,PROD034,3,401.61
ITEM00482,ORD0164,PROD061,3,279.96
ITEM00483,ORD0165,PROD081,1,282.73
ITEM00484,ORD0165,PROD070,1,82.24
ITEM00485,ORD0165,PROD100,2,96.69
ITEM00486,ORD0165,PROD055,3,392.92
ITEM00487,ORD0166,PROD078,1,306
ITEM00488,ORD0166,PROD057,3,407.26
ITEM00489,ORD0166,PROD043,3,135.82
ITEM00490,ORD0166,PROD001,1,103.41
ITEM00491,ORD0167,PROD027,2,430.3
ITEM00492,ORD0167,PROD024,2,150.04
ITEM00493,ORD0168,PROD006,1,350.62
ITEM00494,ORD0168,PROD043,1,135.82
ITEM00495,ORD0168,PROD073,1,106.48
ITEM00496,ORD0168,PROD055,3,392.92
ITEM00497,ORD0169,PROD022,3,10.56
ITEM00498,ORD0169,PROD078,2,306
ITEM00499,ORD0169,PROD049,1,340.63
ITEM00500,ORD0169,PROD025,3,258.51
ITEM00501,ORD0169,PROD079,2,289.07
ITEM00502,ORD0170,PROD060,1,393
ITEM00503,ORD0170,PROD073,3,106.48
ITEM00504,ORD0171,PROD002,1,341.41
ITEM00505,ORD0171,PROD095,1,320.58
ITEM00506,ORD0172,PROD014,3,19.37
ITEM00507,ORD0172,PROD060,2,393
ITEM00508,ORD0172,PROD071,2,257.65
ITEM00509,ORD0172,PROD057,3,407.26
ITEM00510,ORD0173,PROD080,3,141.22
ITEM00511,ORD0173,PROD084,1,283.77
ITEM00512,ORD0173,PROD009,2,403.6
ITEM00513,ORD0174,PROD041,3,118.75
ITEM00514,ORD0174,PROD089,2,57.19
ITEM00515,ORD0174,PROD046,3,408.63
ITEM00516,ORD0175,PROD012,3,211.52
ITEM00517,ORD0176,PROD003,3,89.67
ITEM00518,ORD0176,PROD056,3,448.98
ITEM00519,ORD0176,PROD005,1,233.35
ITEM00520,ORD0177,PROD073,2,106.48
ITEM00521,ORD0177,PROD003,3,89.67
ITEM00522,ORD0177,PROD043,1,135.82
ITEM00523,ORD0177,PROD041,3,118.75
ITEM00524,ORD0177,PROD028,3,350.04
ITEM00525,ORD0178,PROD029,1,323.81
ITEM00526,ORD0179,PROD023,3,92.48
ITEM00527,ORD0179,PROD071,1,257.65
ITEM00528,ORD0179,PROD098,2,9.26
ITEM00529,ORD0180,PROD075,3,115.77
ITEM00530,ORD0180,PROD022,3,10.56
ITEM00531,ORD0180,PROD099,1,224.24
ITEM00532,ORD0180,PROD092,2,302.65
ITEM00533,ORD0181,PROD068,1,90.71
ITEM00534,ORD0181,PROD037,1,447.1
ITEM00535,ORD0181,PROD060,2,393
ITEM00536,ORD0181,PROD013,2,365.14
ITEM00537,ORD0181,PROD023,3,92.48
ITEM00538,ORD0182,PROD068,3,90.71
ITEM00539,ORD0182,PROD036,3,163.16
ITEM00540,ORD0182,PROD055,2,392.92
ITEM00541,ORD0183,PROD074,2,217.6
ITEM00542,ORD0183,PROD028,2,350.04
ITEM00543,ORD0183,PROD081,1,282.73
ITEM00544,ORD0183,PROD069,2,391.31
ITEM00545,ORD0184,PROD048,1,487.91
ITEM00546,ORD0184,PROD078,1,306
ITEM00547,ORD0184,PROD011,1,400.25
ITEM00548,ORD0185,PROD004,1,311.24
ITEM00549,ORD0185,PROD054,1,413.64
ITEM00550,ORD0185,PROD058,1,196.7
ITEM00551,ORD0186,PROD080,2,141.22
ITEM00552,ORD0186,PROD036,3,163.16
ITEM00553,ORD0186,PROD014,2,19.37
ITEM00554,ORD0186,PROD078,2,306
ITEM00555,ORD0186,PROD057,2,407.26
ITEM00556,ORD0187,PROD032,2,341.69
ITEM00557,ORD0187,PROD070,3,82.24
ITEM00558,ORD0187,PROD095,1,320.58
ITEM00559,ORD0187,PROD084,2,283.77
ITEM00560,ORD0187,PROD023,2,92.48
ITEM00561,ORD0188,PROD081,1,282.73
ITEM00562,ORD0189,PROD063,2,90
ITEM00563,ORD0189,PROD006,3,350.62
ITEM00564,ORD0189,PROD048,1,487.91
ITEM00565,ORD0189,PROD058,2,196.7
ITEM00566,ORD0190,PROD099,1,224.24
ITEM00567,ORD0191,PROD019,3,155.52
ITEM00568,ORD0191,PROD078,3,306
ITEM00569,ORD0191,PROD007,3,230.23
ITEM00570,ORD0191,PROD010,1,175.56
ITEM00571,ORD0192,PROD073,2,106.48
ITEM00572,ORD0192,PROD090,3,123.96
ITEM00573,ORD0192,PROD083,1,28.62
ITEM00574,ORD0192,PROD088,1,446.41
ITEM00575,ORD0192,PROD086,2,22.62
ITEM00576,ORD0193,PROD013,2,365.14
ITEM00577,ORD0193,PROD092,1,302.65
ITEM00578,ORD0193,PROD096,1,9.45
ITEM00579,ORD0193,PROD096,1,9.45
ITEM00580,ORD0194,PROD008,1,266.96
ITEM00581,ORD0194,PROD021,3,392.49
ITEM00582,ORD0194,PROD010,2,175.56
ITEM00583,ORD0195,PROD038,2,134.01
ITEM00584,ORD0196,PROD070,3,82.24
